Event Sequence Number,Movement ID,Timestamp,Event Type,Container ID,Container Number,ISO Code,Size (TEU),Container Type,Load Status,Weight (MT),Weight Class,Yard Zone Type,Shipping Bill Number,Vessel ID,Voyage ID,POD,POD Priority,Expected Voyage DateTime,Actual Voyage DateTime,Cutoff DateTime,Type,Movement Type,From Location Type,From Location ID,To Location Type,To Location ID,Block ID,Stack ID,Tier Level,Equipment ID,Equipment Type,Stack Height After Move,Operator ID,Job ID,Planned Timestamp,Actual Timestamp,Delay Minutes,Exception Flag,Exception Reason,Reason for Movement,Container Status After Event,Dwell Time Since Last Event (min),Move Intent,Optimality Tag,Rehandle Flag,Rehandle Count,Total Dwell Time (min),Yard Utilization %,Block Utilization %,Congestion Level
44,MOV-73717DB48D,2025-01-20 19:07:53,Rehandle,CNT-0046,COSU1062138,45G1,2,Dry,Full,26.7,Heavy,Sea-Side,SB666366,V009,VOY-2501-CLB-09,Colombo,1,2025-01-22 11:17:00,2025-01-22 11:14:00,2025-01-22 15:17:00,export_container,Transfer,Yard,SS2-B2-GROUND,Block,SS4-B3-04-06-2,SS4-B3,04-06,2,RTG-01,RTG,0,OP-002,JOB-D8B145DD,2025-01-20 19:07:00,2025-01-20 19:07:53,0,0,N/A,Blocking container removal for access,In Yard,17,Forced,Suboptimal,1,1,135,52.3,33.4,Low
45,MOV-F71D136423,2025-01-20 19:21:37,Stack,CNT-0046,COSU1062138,45G1,2,Dry,Full,26.7,Heavy,Sea-Side,SB666366,V009,VOY-2501-CLB-09,Colombo,1,2025-01-22 11:17:00,2025-01-22 10:52:00,2025-01-22 15:17:00,export_container,Stack,Block,SS4-B3-04-06-2,Block,SS4-B2-12-05-2,SS4-B2,12-05,2,RTG-01,RTG,2,OP-005,JOB-D8B145DD,2025-01-20 19:21:00,2025-01-20 19:21:37,0,0,N/A,Yard stacking for storage,In Yard,14,Planned,Optimal,0,1,149,53.4,33.4,Low
46,MOV-139245BB8D,2025-01-20 20:03:11,Pre-Staging,CNT-0046,COSU1062138,45G1,2,Dry,Full,26.7,Heavy,Sea-Side,SB666366,V009,VOY-2501-CLB-09,Colombo,1,2025-01-22 11:17:00,2025-01-22 10:58:00,2025-01-22 15:17:00,export_container,Yard Out,Block,SS4-B2-12-05-2,Block,SS2-B1-16-01-1,SS2-B1,16-01,1,RTG-01,RTG,1,OP-019,JOB-D8B145DD,2025-01-20 20:03:00,2025-01-20 20:03:11,0,0,N/A,Vessel cutoff preparation - VOY-2501-CLB-09,In Yard,42,Planned,Optimal,0,1,191,55.5,59.3,Low
47,MOV-7BE1AF3D75,2025-01-20 20:17:34,Pre-Staging,CNT-0025,OOLU3254614,22R1,1,Reefer,Full,22.9,Heavy,Sea-Side,SB297064,V012,VOY-2501-MUN-12,Mundra,4,2025-01-22 10:51:00,2025-01-22 11:42:00,2025-01-22 16:51:00,export_container,Yard Out,Block,SS2-B1-11-06-2,Block,SS1-B1-11-06-2,SS1-B1,11-06,2,RTG-08,RTG,2,OP-016,JOB-438B263F,2025-01-20 20:17:00,2025-01-20 20:17:34,0,0,N/A,Vessel cutoff preparation - VOY-2501-MUN-12,In Yard,83,Planned,Optimal,0,0,226,53.5,50.5,Low
48,MOV-566FC06498,2025-01-20 20:46:08,Vessel Load,CNT-0046,COSU1062138,45G1,2,Dry,Full,26.7,Heavy,Sea-Side,SB666366,V009,VOY-2501-CLB-09,Colombo,1,2025-01-22 11:17:00,2025-01-22 11:13:00,2025-01-22 15:17:00,export_container,Vessel Load,Block,SS2-B1-16-01-1,Vessel,V009,SS2-B1,N/A,0,QC-02,QC,0,OP-005,JOB-D8B145DD,2025-01-20 20:46:00,2025-01-20 20:46:08,0,0,N/A,Loading to Colombo service,Loaded,43,Planned,Optimal,0,1,234,54.1,50.5,Low
49,MOV-1FD448D5DB,2025-01-20 21:01:56,Vessel Load,CNT-0025,OOLU3254614,22R1,1,Reefer,Full,22.9,Heavy,Sea-Side,SB297064,V012,VOY-2501-MUN-12,Mundra,4,2025-01-22 10:51:00,2025-01-22 11:32:00,2025-01-22 16:51:00,export_container,Vessel Load,Block,SS1-B1-11-06-2,Vessel,V012,SS1-B1,N/A,0,QC-01,QC,0,OP-006,JOB-438B263F,2025-01-20 21:01:00,2025-01-20 21:01:56,0,0,N/A,Loading to Mundra service,Loaded,44,Planned,Optimal,0,0,270,57.4,24.8,Low
50,MOV-3C1E162219,2025-01-26 08:40:32,Gate In,CNT-0023,MSCU5123584,42U1,2,Hazardous,Full,19.2,Medium,Land-Side,SB539599,V018,VOY-2501-JNPT-18,JNPT,2,2025-01-29 11:10:00,2025-01-29 11:21:00,2025-01-29 16:10:00,export_container,Gate In,Gate,GATE-8,Yard,Land-Side,N/A,N/A,0,TT-07,internal truck,0,OP-013,JOB-CC91D7E1,2025-01-26 08:40:00,2025-01-26 08:40:32,0,0,N/A,Export cargo arrival from CFS/ICD,In Transit,0,Planned,Optimal,0,0,0,84.8,35.3,High
51,MOV-5B0DCF90FB,2025-01-26 09:17:06,Yard In,CNT-0023,MSCU5123584,42U1,2,Hazardous,Full,19.2,Medium,Land-Side,SB539599,V018,VOY-2501-JNPT-18,JNPT,2,2025-01-29 11:10:00,2025-01-29 11:11:00,2025-01-29 16:10:00,export_container,Yard In,Yard,Land-Side,Block,LS3-B1-16-01-2,LS3-B1,16-01,2,TT-07,internal truck,0,OP-008,JOB-CC91D7E1,2025-01-26 09:17:00,2025-01-26 09:17:06,0,0,N/A,Initial yard positioning,In Transit,37,Planned,Optimal,0,0,37,73.5,38.8,Medium
52,MOV-2263C31EED,2025-01-26 09:26:20,Stack,CNT-0023,MSCU5123584,42U1,2,Hazardous,Full,19.2,Medium,Land-Side,SB539599,V018,VOY-2501-JNPT-18,JNPT,2,2025-01-29 11:10:00,2025-01-29 12:09:00,2025-01-29 16:10:00,export_container,Stack,Block,LS3-B1-16-01-2,Block,LS2-B5-13-01-2,LS2-B5,13-01,2,RTG-03,RTG,2,OP-012,JOB-CC91D7E1,2025-01-26 07:56:00,2025-01-26 09:26:20,90,1,Last-minute vessel cutoff change - timeline compressed,Last-minute vessel cutoff change - timeline compressed,In Yard,9,Forced,Suboptimal,0,0,46,82.5,30.9,High
53,MOV-CC26019719,2025-01-26 09:40:12,Unstack,CNT-0023,MSCU5123584,42U1,2,Hazardous,Full,19.2,Medium,Land-Side,SB539599,V018,VOY-2501-JNPT-18,JNPT,2,2025-01-29 11:10:00,2025-01-29 11:43:00,2025-01-29 16:10:00,export_container,Unstack,Block,LS2-B5-13-01-2,Yard,LS2-B5-GROUND,LS2-B5,GROUND,0,RTG-03,RTG,0,OP-018,JOB-CC91D7E1,2025-01-26 09:40:00,2025-01-26 09:40:12,0,0,N/A,Retrieval for repositioning,On Ground,14,Planned,Suboptimal,0,0,60,78.3,60.6,Medium
54,MOV-2B595FDE93,2025-01-26 10:04:12,Yard Shift,CNT-0023,MSCU5123584,42U1,2,Hazardous,Full,19.2,Medium,Land-Side,SB539599,V018,VOY-2501-JNPT-18,JNPT,2,2025-01-29 11:10:00,2025-01-29 10:56:00,2025-01-29 16:10:00,export_container,Transfer,Block,LS2-B5-GROUND,Block,SS1-B5-16-01-3,SS1-B5,16-01,3,RTG-03,RTG,0,OP-011,JOB-CC91D7E1,2025-01-26 10:04:00,2025-01-26 10:04:12,0,0,N/A,Zone optimization movement,In Yard,24,Planned,Suboptimal,0,0,84,71.1,61,Medium
55,MOV-CFF1FAE9CE,2025-01-26 10:11:25,Stack,CNT-0023,MSCU5123584,42U1,2,Hazardous,Full,19.2,Medium,Land-Side,SB539599,V018,VOY-2501-JNPT-18,JNPT,2,2025-01-29 11:10:00,2025-01-29 11:55:00,2025-01-29 16:10:00,export_container,Stack,Block,SS1-B5-16-01-3,Block,LS2-B7-04-01-1,LS2-B7,04-01,1,RTG-06,RTG,1,OP-004,JOB-CC91D7E1,2025-01-26 10:11:00,2025-01-26 10:11:25,0,0,N/A,Yard stacking for storage,In Yard,7,Forced,Suboptimal,0,0,91,84.2,32.5,High
56,MOV-B1DF70E778,2025-01-26 10:21:40,Unstack,CNT-0023,MSCU5123584,42U1,2,Hazardous,Full,19.2,Medium,Land-Side,SB539599,V018,VOY-2501-JNPT-18,JNPT,2,2025-01-29 11:10:00,2025-01-29 11:42:00,2025-01-29 16:10:00,export_container,Unstack,Block,LS2-B7-04-01-1,Yard,LS2-B7-GROUND,LS2-B7,GROUND,0,RTG-03,RTG,0,OP-011,JOB-CC91D7E1,2025-01-26 10:21:00,2025-01-26 10:21:40,0,0,N/A,Retrieval for repositioning,On Ground,10,Planned,Suboptimal,0,0,101,73.5,57.9,Medium
57,MOV-0142741F15,2025-01-26 10:41:18,Yard Shift,CNT-0023,MSCU5123584,42U1,2,Hazardous,Full,19.2,Medium,Land-Side,SB539599,V018,VOY-2501-JNPT-18,JNPT,2,2025-01-29 11:10:00,2025-01-29 10:56:00,2025-01-29 16:10:00,export_container,Transfer,Block,LS2-B7-GROUND,Block,SS3-B2-19-01-4,SS3-B2,19-01,4,RTG-03,RTG,0,OP-006,JOB-CC91D7E1,2025-01-26 10:41:00,2025-01-26 10:41:18,0,0,N/A,Zone optimization movement,In Yard,20,Forced,Forced,0,0,121,84.1,54.5,High
58,MOV-719711C48B,2025-01-26 10:46:59,Stack,CNT-0023,MSCU5123584,42U1,2,Hazardous,Full,19.2,Medium,Land-Side,SB539599,V018,VOY-2501-JNPT-18,JNPT,2,2025-01-29 11:10:00,2025-01-29 11:43:00,2025-01-29 16:10:00,export_container,Stack,Block,SS3-B2-19-01-4,Block,LS1-B2-20-01-2,LS1-B2,20-01,2,RTG-06,RTG,2,OP-005,JOB-CC91D7E1,2025-01-26 10:46:00,2025-01-26 10:46:59,0,0,N/A,Yard stacking for storage,In Yard,5,Forced,Suboptimal,0,0,126,85.4,44.8,High
59,MOV-4A67642D77,2025-01-26 10:47:34,Gate In,CNT-0039,MSCU7401281,22R1,1,Reefer,Empty,2.8,Light,Land-Side,N/A,V016,VOY-2501-MUN-16,Mundra,4,2025-01-26 09:49:00,2025-01-26 10:31:00,2025-01-26 13:49:00,empty,Gate In,Gate,GATE-1,Yard,Land-Side,N/A,N/A,0,TT-10,internal truck,0,OP-005,JOB-AEC62F32,2025-01-26 10:47:00,2025-01-26 10:47:34,0,0,N/A,Empty return,In Transit,0,Planned,Optimal,0,0,0,75.1,32.9,Medium
60,MOV-0F5D268AD5,2025-01-26 10:56:42,Unstack,CNT-0023,MSCU5123584,42U1,2,Hazardous,Full,19.2,Medium,Land-Side,SB539599,V018,VOY-2501-JNPT-18,JNPT,2,2025-01-29 11:10:00,2025-01-29 12:01:00,2025-01-29 16:10:00,export_container,Unstack,Block,LS1-B2-20-01-2,Yard,LS1-B2-GROUND,LS1-B2,GROUND,0,RTG-03,RTG,0,OP-011,JOB-CC91D7E1,2025-01-26 10:56:00,2025-01-26 10:56:42,0,0,N/A,Retrieval for repositioning,On Ground,10,Planned,Suboptimal,0,0,136,83.4,39.7,High
61,MOV-A151D005F1,2025-01-26 11:20:56,Rehandle,CNT-0023,MSCU5123584,42U1,2,Hazardous,Full,19.2,Medium,Land-Side,SB539599,V018,VOY-2501-JNPT-18,JNPT,2,2025-01-29 11:10:00,2025-01-29 11:32:00,2025-01-29 16:10:00,export_container,Transfer,Yard,LS1-B2-GROUND,Block,LS1-B1-13-01-4,LS1-B1,13-01,4,RTG-03,RTG,0,OP-016,JOB-CC91D7E1,2025-01-26 11:20:00,2025-01-26 11:20:56,0,0,N/A,Blocking container removal for access,In Yard,24,Forced,Suboptimal,1,1,160,74.2,41.5,Medium
62,MOV-C5B9D38744,2025-01-26 11:27:27,Yard In,CNT-0039,MSCU7401281,22R1,1,Reefer,Empty,2.8,Light,Land-Side,N/A,V016,VOY-2501-MUN-16,Mundra,4,2025-01-26 09:49:00,2025-01-26 09:56:00,2025-01-26 13:49:00,empty,Yard In,Yard,Land-Side,Block,LS1-B1-20-05-1,LS1-B1,20-05,1,TT-10,internal truck,0,OP-013,JOB-AEC62F32,2025-01-26 11:27:00,2025-01-26 11:27:27,0,0,N/A,Initial yard positioning,In Transit,40,Planned,Optimal,0,0,40,75.3,37.1,Medium
63,MOV-B33210E841,2025-01-26 11:28:48,Vessel Discharge,CNT-0040,MSCU5077673,42U1,2,Hazardous,Full,20.1,Heavy,Land-Side,N/A,V015,VOY-2501-KOC-15,Kochi,3,2025-01-26 09:45:00,2025-01-26 09:48:00,2025-01-26 13:45:00,import_container,Yard In,Vessel,V015,Yard,Land-Side,N/A,N/A,0,QC-03,QC,0,OP-018,JOB-25EA36D2,2025-01-26 11:28:00,2025-01-26 11:28:48,0,0,N/A,Import discharge from Kochi service,In Transit,0,Planned,Optimal,0,0,0,79.6,31.9,Medium
64,MOV-7447A8CE82,2025-01-26 11:31:16,Stack,CNT-0023,MSCU5123584,42U1,2,Hazardous,Full,19.2,Medium,Land-Side,SB539599,V018,VOY-2501-JNPT-18,JNPT,2,2025-01-29 11:10:00,2025-01-29 10:53:00,2025-01-29 16:10:00,export_container,Stack,Block,LS1-B1-13-01-4,Block,LS2-B2-15-01-1,LS2-B2,15-01,1,RTG-03,RTG,1,OP-003,JOB-CC91D7E1,2025-01-26 11:31:00,2025-01-26 11:31:16,0,0,N/A,Yard stacking for storage,In Yard,11,Planned,Suboptimal,0,1,171,79.2,45.9,Medium
65,MOV-00FFEA7AB5,2025-01-26 11:34:35,Stack,CNT-0039,MSCU7401281,22R1,1,Reefer,Empty,2.8,Light,Land-Side,N/A,V016,VOY-2501-MUN-16,Mundra,4,2025-01-26 09:49:00,2025-01-26 09:44:00,2025-01-26 13:49:00,empty,Stack,Block,LS1-B1-20-05-1,Block,LS1-B1-03-04-4,LS1-B1,03-04,4,RTG-03,RTG,4,OP-016,JOB-AEC62F32,2025-01-26 11:34:00,2025-01-26 11:34:35,0,0,N/A,Yard stacking for storage,In Yard,7,Planned,Optimal,0,0,47,74,23.4,Medium
66,MOV-2D38285550,2025-01-26 11:45:20,Unstack,CNT-0039,MSCU7401281,22R1,1,Reefer,Empty,2.8,Light,Land-Side,N/A,V016,VOY-2501-MUN-16,Mundra,4,2025-01-26 09:49:00,2025-01-26 10:46:00,2025-01-26 13:49:00,empty,Unstack,Block,LS1-B1-03-04-4,Yard,LS1-B1-GROUND,LS1-B1,GROUND,0,RTG-04,RTG,0,OP-019,JOB-AEC62F32,2025-01-26 11:08:00,2025-01-26 11:45:20,37,0,N/A,Retrieval for repositioning,On Ground,11,Planned,Suboptimal,0,0,58,80,30.2,High
67,MOV-1B116914B7,2025-01-26 12:02:19,Yard Shift,CNT-0039,MSCU7401281,22R1,1,Reefer,Empty,2.8,Light,Land-Side,N/A,V016,VOY-2501-MUN-16,Mundra,4,2025-01-26 09:49:00,2025-01-26 09:40:00,2025-01-26 13:49:00,empty,Transfer,Block,LS1-B1-GROUND,Block,SS2-B1-12-05-1,SS2-B1,12-05,1,RTG-03,RTG,0,OP-012,JOB-AEC62F32,2025-01-26 12:02:00,2025-01-26 12:02:19,0,0,N/A,Zone optimization movement,In Yard,17,Planned,Suboptimal,0,0,75,63.7,17.9,Medium
68,MOV-67E322CDD5,2025-01-26 12:16:54,Stack,CNT-0039,MSCU7401281,22R1,1,Reefer,Empty,2.8,Light,Land-Side,N/A,V016,VOY-2501-MUN-16,Mundra,4,2025-01-26 09:49:00,2025-01-26 09:29:00,2025-01-26 13:49:00,empty,Stack,Block,SS2-B1-12-05-1,Block,LS1-B1-08-02-3,LS1-B1,08-02,3,RTG-04,RTG,3,OP-004,JOB-AEC62F32,2025-01-26 12:16:00,2025-01-26 12:16:54,0,0,N/A,Yard stacking for storage,In Yard,14,Planned,Optimal,0,0,89,70.7,50.5,Medium
69,MOV-555A284F56,2025-01-26 12:18:03,Yard In,CNT-0040,MSCU5077673,42U1,2,Hazardous,Full,20.1,Heavy,Land-Side,N/A,V015,VOY-2501-KOC-15,Kochi,3,2025-01-26 09:45:00,2025-01-26 09:51:00,2025-01-26 13:45:00,import_container,Yard In,Yard,Land-Side,Block,LS1-B4-19-01-3,LS1-B4,19-01,3,RTG-03,RTG,0,OP-007,JOB-25EA36D2,2025-01-26 12:18:00,2025-01-26 12:18:03,0,0,N/A,Initial yard positioning,In Transit,50,Planned,Optimal,0,0,50,71.1,24.8,Medium
70,MOV-B1F528C74F,2025-01-26 12:32:56,Stack,CNT-0040,MSCU5077673,42U1,2,Hazardous,Full,20.1,Heavy,Land-Side,N/A,V015,VOY-2501-KOC-15,Kochi,3,2025-01-26 09:45:00,2025-01-26 10:38:00,2025-01-26 13:45:00,import_container,Stack,Block,LS1-B4-19-01-3,Block,LS1-B4-09-01-1,LS1-B4,09-01,1,RTG-03,RTG,1,OP-013,JOB-25EA36D2,2025-01-26 12:32:00,2025-01-26 12:32:56,0,0,N/A,Yard stacking for storage,In Yard,14,Planned,Optimal,0,0,64,68.2,23.8,Medium
71,MOV-79FF06892F,2025-01-26 12:40:31,Unstack,CNT-0040,MSCU5077673,42U1,2,Hazardous,Full,20.1,Heavy,Land-Side,N/A,V015,VOY-2501-KOC-15,Kochi,3,2025-01-26 09:45:00,2025-01-26 10:31:00,2025-01-26 13:45:00,import_container,Unstack,Block,LS1-B4-09-01-1,Yard,LS1-B4-GROUND,LS1-B4,GROUND,0,RTG-03,RTG,0,OP-018,JOB-25EA36D2,2025-01-26 12:40:00,2025-01-26 12:40:31,0,0,N/A,Retrieval for repositioning,On Ground,8,Planned,Suboptimal,0,0,72,70.5,23.8,Medium
72,MOV-20F0EFBDBC,2025-01-26 12:44:41,Pre-Staging,CNT-0023,MSCU5123584,42U1,2,Hazardous,Full,19.2,Medium,Land-Side,SB539599,V018,VOY-2501-JNPT-18,JNPT,2,2025-01-29 11:10:00,2025-01-29 11:01:00,2025-01-29 16:10:00,export_container,Yard Out,Block,LS2-B2-15-01-1,Block,SS5-B1-11-02-1,SS5-B1,11-02,1,RTG-03,RTG,1,OP-020,JOB-CC91D7E1,2025-01-26 12:44:00,2025-01-26 12:44:41,0,0,N/A,Vessel cutoff preparation - VOY-2501-JNPT-18,In Yard,73,Planned,Optimal,0,1,244,66,51.6,Medium
73,MOV-606C18CF2E,2025-01-26 12:57:25,Yard Shift,CNT-0040,MSCU5077673,42U1,2,Hazardous,Full,20.1,Heavy,Land-Side,N/A,V015,VOY-2501-KOC-15,Kochi,3,2025-01-26 09:45:00,2025-01-26 09:35:00,2025-01-26 13:45:00,import_container,Transfer,Block,LS1-B4-GROUND,Block,SS1-B1-08-02-3,SS1-B1,08-02,3,RTG-03,RTG,0,OP-001,JOB-25EA36D2,2025-01-26 12:57:00,2025-01-26 12:57:25,0,0,N/A,Zone optimization movement,In Yard,17,Planned,Suboptimal,0,0,89,65,23.8,Medium
74,MOV-65C25742C0,2025-01-26 13:07:17,Stack,CNT-0040,MSCU5077673,42U1,2,Hazardous,Full,20.1,Heavy,Land-Side,N/A,V015,VOY-2501-KOC-15,Kochi,3,2025-01-26 09:45:00,2025-01-26 09:43:00,2025-01-26 13:45:00,import_container,Stack,Block,SS1-B1-08-02-3,Block,LS3-B7-02-01-4,LS3-B7,02-01,4,RTG-03,RTG,4,OP-005,JOB-25EA36D2,2025-01-26 13:07:00,2025-01-26 13:07:17,0,0,N/A,Yard stacking for storage,In Yard,10,Planned,Optimal,0,0,99,65.8,24.8,Medium
75,MOV-9756C38E92,2025-01-26 13:27:44,Vessel Load,CNT-0023,MSCU5123584,42U1,2,Hazardous,Full,19.2,Medium,Land-Side,SB539599,V018,VOY-2501-JNPT-18,JNPT,2,2025-01-29 11:10:00,2025-01-29 11:50:00,2025-01-29 16:10:00,export_container,Vessel Load,Block,SS5-B1-11-02-1,Vessel,V018,SS5-B1,N/A,0,QC-01,QC,0,OP-018,JOB-CC91D7E1,2025-01-26 13:27:00,2025-01-26 13:27:44,0,0,N/A,Loading to JNPT service,Loaded,43,Planned,Optimal,0,1,287,63.3,46.8,Medium
76,MOV-C438935026,2025-01-27 13:23:39,Gate In,CNT-0038,CMAU6832845,42U1,2,Hazardous,Full,16,Medium,Sea-Side,SB571213,V020,VOY-2501-MUN-20,Mundra,4,2025-01-29 07:38:00,2025-01-29 07:38:00,2025-01-29 13:38:00,export_container,Gate In,Gate,GATE-6,Yard,Sea-Side,N/A,N/A,0,TT-09,internal truck,0,OP-011,JOB-408332F1,2025-01-27 13:23:00,2025-01-27 13:23:39,0,0,N/A,Export cargo arrival from CFS/ICD,In Transit,0,Planned,Optimal,0,0,0,56.3,24.8,Low
77,MOV-E9C4389B25,2025-01-27 13:47:41,Yard In,CNT-0038,CMAU6832845,42U1,2,Hazardous,Full,16,Medium,Sea-Side,SB571213,V020,VOY-2501-MUN-20,Mundra,4,2025-01-29 07:38:00,2025-01-29 07:49:00,2025-01-29 13:38:00,export_container,Yard In,Yard,Sea-Side,Block,SS4-B5-05-02-3,SS4-B5,05-02,3,TT-09,internal truck,0,OP-004,JOB-408332F1,2025-01-27 13:47:00,2025-01-27 13:47:41,0,0,N/A,Initial yard positioning,In Transit,24,Planned,Optimal,0,0,24,59.7,24.8,Low
78,MOV-B6ED89ED77,2025-01-27 13:53:53,Stack,CNT-0038,CMAU6832845,42U1,2,Hazardous,Full,16,Medium,Sea-Side,SB571213,V020,VOY-2501-MUN-20,Mundra,4,2025-01-29 07:38:00,2025-01-29 07:57:00,2025-01-29 13:38:00,export_container,Stack,Block,SS4-B5-05-02-3,Block,SS1-B2-04-02-2,SS1-B2,04-02,2,RTG-02,RTG,2,OP-016,JOB-408332F1,2025-01-27 13:53:00,2025-01-27 13:53:53,0,0,N/A,Yard stacking for storage,In Yard,6,Planned,Optimal,0,0,30,61.2,22,Medium
79,MOV-ECC22F95C8,2025-01-27 14:06:59,Unstack,CNT-0038,CMAU6832845,42U1,2,Hazardous,Full,16,Medium,Sea-Side,SB571213,V020,VOY-2501-MUN-20,Mundra,4,2025-01-29 07:38:00,2025-01-29 07:34:00,2025-01-29 13:38:00,export_container,Unstack,Block,SS1-B2-04-02-2,Yard,SS1-B2-GROUND,SS1-B2,GROUND,0,RTG-02,RTG,0,OP-016,JOB-408332F1,2025-01-27 14:06:00,2025-01-27 14:06:59,0,0,N/A,Retrieval for repositioning,On Ground,13,Planned,Suboptimal,0,0,43,73.9,42.4,Medium
80,MOV-9402E7E097,2025-01-27 14:50:04,Yard Shift,CNT-0038,CMAU6832845,42U1,2,Hazardous,Full,16,Medium,Sea-Side,SB571213,V020,VOY-2501-MUN-20,Mundra,4,2025-01-29 07:38:00,2025-01-29 07:35:00,2025-01-29 13:38:00,export_container,Transfer,Block,SS1-B2-GROUND,Block,SS4-B3-02-02-1,SS4-B3,02-02,1,RTG-02,RTG,0,OP-017,JOB-408332F1,2025-01-27 14:21:00,2025-01-27 14:50:04,29,0,N/A,Zone optimization movement,In Yard,44,Forced,Forced,0,0,87,81.9,40.8,High
81,MOV-DF49E5B67F,2025-01-27 14:56:42,Stack,CNT-0038,CMAU6832845,42U1,2,Hazardous,Full,16,Medium,Sea-Side,SB571213,V020,VOY-2501-MUN-20,Mundra,4,2025-01-29 07:38:00,2025-01-29 08:02:00,2025-01-29 13:38:00,export_container,Stack,Block,SS4-B3-02-02-1,Block,SS5-B2-18-02-1,SS5-B2,18-02,1,RTG-06,RTG,1,OP-004,JOB-408332F1,2025-01-27 14:56:00,2025-01-27 14:56:42,0,0,N/A,Yard stacking for storage,In Yard,6,Planned,Optimal,0,0,93,71.9,68,Medium
82,MOV-3A5DAF7042,2025-01-27 15:03:35,Unstack,CNT-0038,CMAU6832845,42U1,2,Hazardous,Full,16,Medium,Sea-Side,SB571213,V020,VOY-2501-MUN-20,Mundra,4,2025-01-29 07:38:00,2025-01-29 07:49:00,2025-01-29 13:38:00,export_container,Unstack,Block,SS5-B2-18-02-1,Yard,SS5-B2-GROUND,SS5-B2,GROUND,0,RTG-08,RTG,0,OP-012,JOB-408332F1,2025-01-27 15:03:00,2025-01-27 15:03:35,0,0,N/A,Retrieval for repositioning,On Ground,7,Planned,Suboptimal,0,0,100,80.6,47.5,High
83,MOV-975B521377,2025-01-27 15:26:25,Rehandle,CNT-0038,CMAU6832845,42U1,2,Hazardous,Full,16,Medium,Sea-Side,SB571213,V020,VOY-2501-MUN-20,Mundra,4,2025-01-29 07:38:00,2025-01-29 07:08:00,2025-01-29 13:38:00,export_container,Transfer,Yard,SS5-B2-GROUND,Block,SS2-B4-18-02-3,SS2-B4,18-02,3,RTG-02,RTG,0,OP-002,JOB-408332F1,2025-01-27 15:26:00,2025-01-27 15:26:25,0,0,N/A,Blocking container removal for access,In Yard,23,Forced,Suboptimal,1,1,123,81.8,47.8,High
84,MOV-DFA0B52AFF,2025-01-27 15:35:36,Stack,CNT-0038,CMAU6832845,42U1,2,Hazardous,Full,16,Medium,Sea-Side,SB571213,V020,VOY-2501-MUN-20,Mundra,4,2025-01-29 07:38:00,2025-01-29 08:21:00,2025-01-29 13:38:00,export_container,Stack,Block,SS2-B4-18-02-3,Block,SS2-B2-11-01-3,SS2-B2,11-01,3,RTG-06,RTG,3,OP-005,JOB-408332F1,2025-01-27 15:35:00,2025-01-27 15:35:36,0,0,N/A,Yard stacking for storage,In Yard,9,Planned,Optimal,0,1,132,79.1,45.1,Medium
85,MOV-3CD5E171CD,2025-01-27 16:17:58,Pre-Staging,CNT-0038,CMAU6832845,42U1,2,Hazardous,Full,16,Medium,Sea-Side,SB571213,V020,VOY-2501-MUN-20,Mundra,4,2025-01-29 07:38:00,2025-01-29 07:35:00,2025-01-29 13:38:00,export_container,Yard Out,Block,SS2-B2-11-01-3,Block,SS2-B3-10-01-4,SS2-B3,10-01,4,RTG-02,RTG,4,OP-003,JOB-408332F1,2025-01-27 16:17:00,2025-01-27 16:17:58,0,0,N/A,Vessel cutoff preparation - VOY-2501-MUN-20,In Yard,42,Planned,Optimal,0,1,174,70.5,44.2,Medium
86,MOV-EF88D021C4,2025-01-27 16:55:38,Vessel Load,CNT-0038,CMAU6832845,42U1,2,Hazardous,Full,16,Medium,Sea-Side,SB571213,V020,VOY-2501-MUN-20,Mundra,4,2025-01-29 07:38:00,2025-01-29 08:30:00,2025-01-29 13:38:00,export_container,Vessel Load,Block,SS2-B3-10-01-4,Vessel,V020,SS2-B3,N/A,0,QC-03,QC,0,OP-010,JOB-408332F1,2025-01-27 16:55:00,2025-01-27 16:55:38,0,0,N/A,Loading to Mundra service,Loaded,38,Planned,Optimal,0,1,212,77.7,39.2,Medium
87,MOV-39D8F21093,2025-01-28 13:04:15,Gate Out,CNT-0040,MSCU5077673,42U1,2,Hazardous,Full,20.1,Heavy,Land-Side,N/A,V015,VOY-2501-KOC-15,Kochi,3,2025-01-26 09:45:00,2025-01-26 10:28:00,2025-01-26 13:45:00,import_container,Gate Out,Block,LS3-B7-02-01-4,Gate,GATE-4,LS3-B7,N/A,0,TT-09,internal truck,0,OP-005,JOB-25EA36D2,2025-01-28 13:04:00,2025-01-28 13:04:15,0,0,N/A,Import delivery to consignee,Exited,2877,Planned,Optimal,0,0,2976,62.2,59.1,Medium
88,MOV-76FBE28A53,2025-02-01 06:22:52,Gate In,CNT-0030,HLCU2222736,22G1,1,Dry,Full,23.1,Heavy,Sea-Side,SB536135,V021,VOY-2502-CLB-21,Colombo,1,2025-02-03 09:10:00,2025-02-03 10:03:00,2025-02-03 14:10:00,export_container,Gate In,Gate,GATE-8,Yard,Sea-Side,N/A,N/A,0,TT-08,internal truck,0,OP-001,JOB-D0FA3787,2025-02-01 06:22:00,2025-02-01 06:22:52,0,0,N/A,Export cargo arrival from CFS/ICD,In Transit,0,Planned,Optimal,0,0,0,70.2,24.8,Medium
